"","name","type","geometry"
"3235","Pub: The Light","nightlife",c(-0.0783207374877104, 51.5221159954231)
"3236","Pub: Connolly's Bar","nightlife",c(-0.26744939404712, 51.4929434604426)
"3237","Pub: The Flower Pot","nightlife",c(-0.00392539041462881, 51.5875912521733)
"3238","Pub: The Packhorse and Talbot","nightlife",c(-0.254646111297444, 51.49252641348)
"3239","Pub: The Tabard","nightlife",c(-0.254705328779502, 51.4956860635563)
"3240","Pub: The Tooke Arms","nightlife",c(-0.0255279193864947, 51.4981344292423)
"3241","Pub: The George & Dragon","nightlife",c(-0.14200631203857, 51.52299026449)
"3242","Pub: Mawson Arms & Fox and Hounds","nightlife",c(-0.249626830221988, 51.4879271506159)
"3243","Pub: The Croham Arms","nightlife",c(-0.0956531818169884, 51.362299161292)
"3244","Pub: The Blythe Hill Tavern","nightlife",c(-0.0337534566956608, 51.4423510236362)
"3245","Pub: Station Hotel","nightlife",c(-0.000140253522771704, 51.4530767519485)
"3246","Pub: Ladywell Tavern","nightlife",c(-0.0214191738417014, 51.456325555984)
"3247","Pub: Red House","nightlife",c(0.044819513348041, 51.5769269801488)
"3248","Pub: Rising Sun Hotel & Restaurant","nightlife",c(-0.334812594047712, 51.5586917134954)
"3249","Pub: The Punch Tavern","nightlife",c(-0.104886659122635, 51.5139961521735)
"3250","Pub: The Tipperary","nightlife",c(-0.107612304493272, 51.5140734819828)
"3251","Pub: The Approach Tavern","nightlife",c(-0.0517658600432643, 51.5313437888459)
"3252","Pub: Clapton Hart","nightlife",c(-0.0562855973112028, 51.5577382774177)
"3253","Pub: The Old Fox And Hounds","nightlife",c(-0.103156613001028, 51.3782126100063)
"3254","Pub: Tiger's Head","nightlife",c(0.0743303670812838, 51.4089941362964)
"3255","Pub: The Canbury Arms","nightlife",c(-0.296537176577896, 51.4132995731246)
"3256","Pub: The Foresters Arms","nightlife",c(-0.311432030880204, 51.4129436273621)
"3257","Pub: The Sailsbury","nightlife",c(-0.0993401147941271, 51.5822502272101)
"3258","Pub: The Dysart","nightlife",c(-0.300228232853877, 51.4465679079542)
"3259","Pub: Holly Tree","nightlife",c(0.0203163752754433, 51.555760012037)
"3260","Pub: Lyttelton Arms","nightlife",c(-0.139308331892154, 51.5345598246929)
"3261","Pub: The Cobden","nightlife",c(-0.139039637468033, 51.5354507865172)
"3262","Pub: The Purple Turtle","nightlife",c(-0.137847064977722, 51.5344827727998)
"3263","Pub: Sindercombe Social","nightlife",c(-0.224097600720774, 51.5032530387755)
"3264","Pub: The Cauliflower","nightlife",c(0.0907588929499952, 51.562943051112)
"3265","Pub: The Snooty Fox","nightlife",c(-0.0913115107165422, 51.5491352074605)
"3266","Pub: The Old Jail","nightlife",c(0.0563747516620301, 51.315166431792)
"3267","Pub: The Coronet","nightlife",c(-0.115588796697399, 51.5556283501909)
"3268","Pub: The London Tavern","nightlife",c(-0.0633208955015163, 51.5586698064584)
"3269","Pub: The Canonbury Tavern","nightlife",c(-0.0975122172938356, 51.5447122299884)
"3270","Pub: Clissold Park Tavern","nightlife",c(-0.0907814373899242, 51.557839045389)
"3271","Pub: Marquess Tavern","nightlife",c(-0.0953195440208354, 51.5432018826808)
"3272","Pub: Plough and Harrow","nightlife",c(0.00604172984847983, 51.5571212054068)
"3273","Pub: East India Arms","nightlife",c(-0.0792126092167331, 51.5123256004113)
"3274","Pub: Surbiton Raceway Clubhouse","nightlife",c(-0.268688821093797, 51.3766833764612)
"3275","Pub: Saints & Sinners","nightlife",c(-0.111041520736978, 51.3877379850682)
"3276","Pub: Next Door","nightlife",c(0.150659512628822, 51.4410322953514)
"3277","Pub: The Millers Arms","nightlife",c(0.150827419524175, 51.4415956858886)
"3278","Pub: The Old Mill","nightlife",c(0.0840366680847001, 51.4817049554137)
"3279","Pub: The Bok Bar","nightlife",c(-0.154779980960769, 51.5184219055745)
"3280","Pub: Pride of Spitalfields","nightlife",c(-0.0712188720613381, 51.518952211002)
"3281","Pub: Meltdown","nightlife",c(-0.116779986127404, 51.5407196959536)
"3282","Pub: The Crown and Castle","nightlife",c(-0.0753790907558527, 51.5461131667654)
"3283","Pub: The Punch Bowl","nightlife",c(-0.149437312644936, 51.5090775570084)
"3284","Pub: The Torch","nightlife",c(-0.277168401597747, 51.5648469170585)
"3285","Pub: The Selkirk","nightlife",c(-0.169453383199877, 51.4303384079351)
"3286","Pub: The Scolt Head","nightlife",c(-0.0816137567089532, 51.5433367306552)
"3287","Pub: White Hart","nightlife",c(0.0488243234964787, 51.4511435436864)
"3288","Pub: Bridge House","nightlife",c(-0.0604936466133458, 51.4181065276528)
"3289","Pub: Queens Head","nightlife",c(0.00234070706915268, 51.54062840058)
"3290","Pub: St. Georges Tavern","nightlife",c(-0.144749108882403, 51.493197969296)
"3291","Pub: Barretts","nightlife",c(-0.334395294317351, 51.5929787007367)
"3292","Pub: O'Sullivan's","nightlife",c(-0.334848074141984, 51.5932269538327)
"3293","Pub: Daly's","nightlife",c(-0.335067456427918, 51.5962603421751)
"3294","Pub: Forde's","nightlife",c(-0.335151795733217, 51.5964638779506)
"3295","Pub: Beefeater","nightlife",c(-0.316917895561433, 51.5826457241263)
"3296","Pub: The Ivy House","nightlife",c(-0.0520939998798461, 51.4582086746372)
"3297","Pub: Fizz Sports Bar","nightlife",c(-0.314148077963621, 51.5833556450298)
"3298","Pub: The Finery","nightlife",c(-0.142966032381141, 51.5159244168294)
"3299","Pub: The Devereux","nightlife",c(-0.112557207970354, 51.5127931246687)
"3300","Pub: The Edgar Wallace","nightlife",c(-0.112782803027166, 51.5126881223264)
"3301","Pub: Savoy Tap","nightlife",c(-0.119344698323123, 51.5108680553905)
"3302","Pub: The Stags Head","nightlife",c(-0.252188136095064, 51.4658184691743)
"3303","Pub: The Two Brewers","nightlife",c(-0.127262782790686, 51.5133613279134)
"3304","Pub: Thirsty Eddie's","nightlife",c(-0.291148886772232, 51.5538301124194)
"3305","Pub: Mannions","nightlife",c(-0.285847135401069, 51.5528911947484)
"3306","Pub: J.J. Moon's","nightlife",c(-0.292753569750302, 51.5534306444815)
"3307","Pub: The Liquor Station","nightlife",c(-0.29311664338803, 51.5535276005308)
"3308","Pub: Bonds","nightlife",c(-0.145791040022793, 51.5140471422102)
"3309","Pub: The Woodstock","nightlife",c(-0.147766486807535, 51.5142989481508)
"3310","Pub: The Bear & Staff","nightlife",c(-0.128646955765754, 51.5108423496387)
"3311","Pub: The Lyric","nightlife",c(-0.134365965475845, 51.5113083274732)
"3312","Pub: The Anerley Arms","nightlife",c(-0.0660094656321393, 51.4127398458102)
"3313","Pub: The Old White Lion","nightlife",c(-0.16442167973418, 51.586555148719)
"3314","Pub: The Whippet Inn","nightlife",c(-0.217870337242144, 51.5322470607096)
"3315","Pub: Bull's Head","nightlife",c(0.112081654502646, 51.339720682995)
"3316","Pub: Pratts & Payne","nightlife",c(-0.12961991514228, 51.4301657575386)
"3317","Pub: The Surbiton Flyer","nightlife",c(-0.304909674207085, 51.3927124787382)
"3318","Pub: Stormbird","nightlife",c(-0.0903846237564475, 51.4740567551436)
"3319","Pub: The Craft Beer Co.","nightlife",c(-0.109713981257189, 51.5212401074403)
"3320","Pub: The Brown Bear","nightlife",c(-0.0684614689335212, 51.5113995995318)
"3321","Pub: The Dispensary","nightlife",c(-0.0706063847793704, 51.5141154041673)
"3322","Pub: The George Staples","nightlife",c(0.102762523958446, 51.4509063791698)
"3323","Pub: The Jolly Fenman","nightlife",c(0.0908676050690378, 51.451452075454)
"3324","Pub: Flannery's Bar","nightlife",c(-0.300577337548424, 51.5523038954385)
"3325","Pub: Dog & Truck","nightlife",c(-0.0669005826944527, 51.5127037373978)
"3326","Pub: The Royal","nightlife",c(0.0510940370637536, 51.4392124870728)
"3327","Pub: Park Tavern","nightlife",c(-0.111214751974051, 51.5680855130036)
"3328","Pub: Star at Sidcup Place","nightlife",c(0.10147150173511, 51.4218316568645)
"3329","Pub: The Leconfield","nightlife",c(-0.0886294970525083, 51.553802467667)
"3330","Pub: The Buxton","nightlife",c(-0.0702351844362853, 51.5172368436807)
"3331","Pub: The Sandrock","nightlife",c(-0.0525692331765898, 51.3667415903406)
"3332","Pub: Jack and Jill","nightlife",c(-0.154393696726236, 51.3268300905368)
"3333","Pub: The Depot","nightlife",c(-0.121636688309355, 51.548782654663)
"3334","Pub: The Shaston Arms","nightlife",c(-0.138244229085917, 51.5134393314326)
"3335","Pub: Shakespeare's Head","nightlife",c(-0.139538405292327, 51.513686480127)
"3336","Pub: The Clachan","nightlife",c(-0.140224107582525, 51.5135305031632)
"3337","Pub: Memorable Order Of Tin Hats","nightlife",c(-0.0545546161560259, 51.5456722114806)
"3338","Pub: The Camberwell Arms","nightlife",c(-0.088349737529511, 51.4737595953679)
"3339","Pub: Hootananny Brixton","nightlife",c(-0.113278140912503, 51.4553837526611)
"3340","Pub: The Old Coffee House","nightlife",c(-0.13737647544481, 51.512600276245)
"3341","Pub: The John Snow","nightlife",c(-0.136593257384026, 51.5132777126604)
"3342","Pub: Star & Garter","nightlife",c(-0.136566228296998, 51.5136262941344)
"3343","Pub: The Bridge","nightlife",c(-0.078134311227684, 51.5284048499315)
"3344","Pub: Nambucca","nightlife",c(-0.12364638103214, 51.5610363404243)
"3345","Pub: Berrylands","nightlife",c(-0.280590102662075, 51.3980615747542)
"3346","Pub: The Counting House","nightlife",c(-0.085088592428929, 51.5131568647324)
"3347","Pub: The Harrison","nightlife",c(-0.120582529311674, 51.527546775712)
"3348","Pub: The Grocer","nightlife",c(-0.0762068975301994, 51.5200450701034)
"3349","Pub: The Crane","nightlife",c(-0.412618852276495, 51.4977208569658)
"3350","Pub: Hercules Pillars","nightlife",c(-0.121001987357911, 51.5158422374543)
"3351","Pub: Philomena's Irish Bar & Kitchen","nightlife",c(-0.121999859058432, 51.5150167746165)
"3352","Pub: Pillars of Hercules","nightlife",c(-0.131026424430704, 51.5146092434509)
"3353","Pub: The Montagu Pyke","nightlife",c(-0.130104513282047, 51.5139762394401)
"3354","Pub: The Old Orchard","nightlife",c(-0.490506088218595, 51.6028433939675)
"3355","Pub: The Dog and Duck","nightlife",c(-0.13193280927733, 51.513983944863)
"3356","Pub: The General Elliott","nightlife",c(-0.488436914339031, 51.5427603775388)
"3357","Pub: The Pipemakers Arms","nightlife",c(-0.489814037669154, 51.5415137083686)
"3358","Pub: The Windermere","nightlife",c(-0.30773897300725, 51.5705234480861)
"3359","Pub: The Good Yarn","nightlife",c(-0.480561458054651, 51.5479238138622)
"3360","Pub: The Crown & Two Chairmen","nightlife",c(-0.132439358984971, 51.5138568397799)
"3361","Pub: French House","nightlife",c(-0.131714406331159, 51.5127389212764)
"3362","Pub: The Camden Head","nightlife",c(-0.140901318737986, 51.537304094281)
"3363","Pub: The Three Magpies","nightlife",c(-0.45090028177885, 51.4811072805074)
"3364","Pub: The Case is Altered","nightlife",c(-0.347667303104611, 51.6204722924227)
"3365","Pub: The Owl & Hitchhiker","nightlife",c(-0.123738302385071, 51.5604528164166)
"3366","Pub: The Taproom","nightlife",c(-0.102963835329833, 51.5407724364829)
"3367","Pub: Nellie Dean of Soho","nightlife",c(-0.133432982283016, 51.5148505690182)
"3368","Pub: The Toucan","nightlife",c(-0.13313893415099, 51.5151223063856)
"3369","Pub: Eleanor Arms","nightlife",c(-0.0330596080611116, 51.5350201720522)
"3370","Pub: Beavertown Brewery Tap Room","nightlife",c(-0.0567468949467946, 51.5912403517709)
"3371","Pub: The Ravensbourne Arms","nightlife",c(-0.015043478433108, 51.4554425324762)
"3372","Pub: The Hill","nightlife",c(-0.0542257251723271, 51.4380064898187)
"3373","Pub: Waxy O'Connor's","nightlife",c(-0.132167567643185, 51.5108382093376)
"3374","Pub: The Signal","nightlife",c(-0.0539980510005213, 51.4395757588649)
"3375","Pub: The Goat Tavern","nightlife",c(-0.141265117100991, 51.5088318018202)
"3376","Pub: Marquis Cornwallis","nightlife",c(-0.125097172290813, 51.5244395056071)
"3377","Pub: Lady Hamilton","nightlife",c(-0.141195603720685, 51.5491489972461)
"3378","Pub: Boaters Inn","nightlife",c(-0.305729713802938, 51.4186278684119)
"3379","Pub: The Jack Horner","nightlife",c(-0.132169844993296, 51.5187706390277)
"3380","Pub: Watermans Arms","nightlife",c(-0.301432158123985, 51.4847023603019)
"3381","Pub: The Court","nightlife",c(-0.136916222965676, 51.5229841436096)
"3382","Pub: The Birkbeck Tavern","nightlife",c(-0.000165282473512715, 51.5565882008063)
"3383","Pub: The Fentiman Arms","nightlife",c(-0.118183395128907, 51.4809764272043)
"3384","Pub: The Purley Arms","nightlife",c(-0.0986757902746547, 51.3514468096852)
"3385","Pub: The Colby Arms","nightlife",c(-0.0833946491982726, 51.42485033042)
"3386","Pub: The Great Southern","nightlife",c(-0.08380527103452, 51.4238816422697)
"3387","Pub: Effra Social","nightlife",c(-0.113283754088754, 51.4556955609584)
"3388","Pub: The Park Café-Bar-Restaurant","nightlife",c(-0.334344182004997, 51.4253732891272)
"3389","Pub: The Footman","nightlife",c(-0.14615588751636, 51.5085120954127)
"3390","Pub: The Vineyard","nightlife",c(-0.103370171623622, 51.5416759830792)
"3391","Pub: The Trafalgar Tavern","nightlife",c(-0.00419510570421973, 51.4845819619203)
"3392","Pub: The Yacht","nightlife",c(-0.00389450789015933, 51.4846731200036)
"3393","Pub: The Elephants Head","nightlife",c(-0.143825996937408, 51.540753627075)
"3394","Pub: The Traveller's Home","nightlife",c(0.151102815100263, 51.4634594951766)
"3395","Pub: The Horn of Plenty","nightlife",c(-0.0468824246607006, 51.5227520509758)
"3396","Pub: The Picture Palace","nightlife",c(-0.0469521154935929, 51.6434558464866)
"3397","Pub: Ye Olde White Horse","nightlife",c(-0.117181405002597, 51.5146406865243)
"3398","Pub: The Blind Beggar","nightlife",c(-0.0569281431915815, 51.5200475227771)
"3399","Pub: The Birds","nightlife",c(0.012314459673836, 51.5690798222386)
"3400","Pub: The Cabbage Patch","nightlife",c(-0.329966202313629, 51.4488126677681)
"3401","Pub: The Rifleman","nightlife",c(-0.348903631535828, 51.4401121892452)
"3402","Pub: Williams Ale & Cider House","nightlife",c(-0.0784748951910749, 51.5183094110021)
"3403","Pub: The Barking Dog","nightlife",c(0.0812397199124507, 51.5397939284811)
"3404","Pub: The Spotted Dog","nightlife",c(0.0816929639123158, 51.5399159884228)
"3405","Pub: The Watch House","nightlife",c(-0.0117414430782194, 51.4599858240215)
"3406","Pub: The Viaduct","nightlife",c(-0.341978716918426, 51.5084800890949)
"3407","Pub: The Crumpled Horn","nightlife",c(0.248741133401699, 51.5546114916137)
"3408","Pub: The Princes Head","nightlife",c(-0.306401176721518, 51.4604076008522)
"3409","Pub: The White Cross","nightlife",c(-0.308362800559213, 51.4589494419265)
"3410","Pub: The Railway Telegraph","nightlife",c(-0.101022120240021, 51.3980471782996)
"3411","Pub: Black Bull","nightlife",c(-0.402778916147034, 51.5627066567392)
"3412","Pub: The Old Sergeant","nightlife",c(-0.190582142299966, 51.4515408936442)
"3413","Pub: The Floírín","nightlife",c(-0.127184796488715, 51.5626583107157)
"3414","Pub: Craft Beer Co","nightlife",c(-0.113930990751991, 51.4634666352406)
"3415","Pub: The Old Star","nightlife",c(-0.133740321139554, 51.4999360707475)
"3416","Pub: Dog Star","nightlife",c(-0.111828317518358, 51.461678127551)
"3417","Pub: The Asparagus","nightlife",c(-0.17129786421428, 51.4698887923382)
"3418","Pub: Shaw's Booksellers","nightlife",c(-0.101524785637607, 51.5124713472116)
"3419","Pub: Lounge","nightlife",c(-0.111663841990841, 51.4615271110928)
"3420","Pub: The Earl Beatty","nightlife",c(-0.239171186695238, 51.3945006471777)
"3421","Pub: The Eight Bells","nightlife",c(-0.210093420080268, 51.4680376760114)
"3422","Pub: The Salutation","nightlife",c(-0.233219168999911, 51.492890781732)
"3423","Pub: Pub on the Park","nightlife",c(-0.0582953126885412, 51.5420770894822)
"3424","Pub: The Hut","nightlife",c(-0.0999119659373192, 51.3855625304182)
"3425","Pub: Spaniards Inn","nightlife",c(-0.174051569885888, 51.5698709786341)
"3426","Pub: L'Affaire","nightlife",c(-0.197447903370313, 51.4573088153781)
"3427","Pub: The Bedford Tavern","nightlife",c(-0.0950737163475264, 51.378795333803)
"3428","Pub: The Candlemaker","nightlife",c(-0.172536199887748, 51.4705740011041)
"3429","Pub: Orange Tree","nightlife",c(-0.0958605771848854, 51.6290617513221)
"3430","Pub: The Queen's Arms","nightlife",c(-0.139175620979227, 51.4925919698212)
"3431","Pub: The Salisbury Arms","nightlife",c(-0.102970687384205, 51.6329831455837)
"3432","Pub: The Latchmere","nightlife",c(-0.165449204321804, 51.4720221517546)
"3433","Pub: The Audley","nightlife",c(-0.151571354779018, 51.5097225576402)
"3434","Pub: The Cocoanut","nightlife",c(-0.298438758370574, 51.4068396392513)
"3435","Pub: Horse and Groom","nightlife",c(-0.142410616073563, 51.5198689588893)
"3436","Pub: Brewdog","nightlife",c(-0.128602089124959, 51.5133701327215)
"3437","Pub: Jolly Farmers","nightlife",c(-0.116353987540788, 51.338173395288)
"3438","Pub: British Oak","nightlife",c(0.0261823527056317, 51.4761464501362)
"3439","Pub: Sun In The Sands","nightlife",c(0.025440604168201, 51.4751701637266)
"3440","Pub: Millers","nightlife",c(-0.12113459105258, 51.531564675088)
"3441","Pub: Anchor and Hope","nightlife",c(0.0287219626801182, 51.4935804555053)
"3442","Pub: Thornhill Arms","nightlife",c(-0.116983881458062, 51.5343547382332)
"3443","Pub: The Ferry House","nightlife",c(-0.0133599742877476, 51.4865063246179)
"3444","Pub: The Waterman's Arms","nightlife",c(-0.00589495168503978, 51.4886100336774)
"3445","Pub: Sun in Splendour","nightlife",c(-0.197828959595682, 51.5109468541122)
"3446","Pub: Earl of Lonsdale","nightlife",c(-0.202723526526838, 51.5134592162322)
"3447","Pub: Kennedy's","nightlife",c(-0.117169185577734, 51.5408059088408)
"3448","Pub: Elgin","nightlife",c(-0.185481128015625, 51.5304113488213)
"3449","Pub: The British Prince","nightlife",c(-0.042976051930568, 51.5146791306858)
"3450","Pub: Angie's Free House","nightlife",c(-0.200826581484839, 51.5230539718524)
"3451","Pub: The Frankfort Arms","nightlife",c(-0.20296985647158, 51.5251137784343)
"3452","Pub: Walmer Castle","nightlife",c(-0.199165269158621, 51.5151888365027)
"3453","Pub: Duke on the Green","nightlife",c(-0.19947487221625, 51.472525932446)
"3454","Pub: The Cock and Bottle","nightlife",c(-0.197535061568713, 51.5154139597451)
"3455","Pub: Hollywood Arms","nightlife",c(-0.184044675206624, 51.4861295254524)
"3456","Pub: Uxbridge Arms","nightlife",c(-0.198835740350442, 51.5083382262183)
"3457","Pub: Ye Olde Red Lion","nightlife",c(-0.2158248928401, 51.3596183409364)
"3458","Pub: Lord's Tavern","nightlife",c(-0.17353395393744, 51.5282906923824)
"3459","Pub: The Clifton","nightlife",c(-0.185186928067625, 51.5359026839554)
"3460","Pub: Brave Sir Robin","nightlife",c(-0.116957839348018, 51.5709159306317)
"3461","Pub: Cat and Mutton","nightlife",c(-0.0609138626304531, 51.5374808445344)
"3462","Pub: The Famous Royal Oak","nightlife",c(-0.141235462323173, 51.5883790648041)
"3463","Pub: The Hillgate","nightlife",c(-0.197612293355133, 51.5078995406569)
"3464","Pub: Earl Haig","nightlife",c(0.140547580583274, 51.4729393486365)
"3465","Pub: Maynard Arms","nightlife",c(-0.12625548401365, 51.5817352034111)
"3466","Pub: Hungerford Arms","nightlife",c(-0.0580244256865311, 51.5144135397518)
"3467","Pub: The Elderfield","nightlife",c(-0.0469801193402985, 51.5534419264567)
"3468","Pub: The Dog & Bell","nightlife",c(-0.0257155275553215, 51.4832951169203)
"3469","Pub: Effra Hall Tavern","nightlife",c(-0.113130219772829, 51.4598816173789)
"3470","Pub: Pembury Tavern","nightlife",c(-0.0592389667338806, 51.5493447145984)
"3471","Pub: The Pensioner","nightlife",c(-0.0109573528974966, 51.5095355172718)
"3472","Pub: The Redchurch","nightlife",c(-0.072410186149505, 51.5248771727604)
"3473","Pub: The Owl & the Pussycat","nightlife",c(-0.0754746386553462, 51.5242881346188)
"3474","Pub: Spurstowe Arms","nightlife",c(-0.0632547698516569, 51.5453631099552)
"3475","Pub: The Star by Hackney Downs","nightlife",c(-0.0577776610163419, 51.5531318467485)
"3476","Pub: The Enterprise","nightlife",c(-0.152595537488966, 51.5440572454335)
"3477","Pub: Zeitgeist","nightlife",c(-0.118165815737318, 51.4913244527777)
"3478","Pub: Pawleyne Arms","nightlife",c(-0.0520200081182258, 51.4138188497479)
"3479","Pub: The Cellars","nightlife",c(-0.0865172243730127, 51.5506094941969)
"3480","Pub: The Kingsland","nightlife",c(-0.0756760532678997, 51.5475776682198)
"3481","Pub: The Dundee Arms","nightlife",c(-0.0561573896711543, 51.5293363927211)
"3482","Pub: The Dog and Fox","nightlife",c(-0.217720230315965, 51.4251594158273)
"3483","Pub: The Arches Wine Bar & Restaurant","nightlife",c(-0.180837254899719, 51.5419096268248)
"3484","Pub: The Army and Navy","nightlife",c(-0.0798160957418998, 51.5516909979168)
"3485","Pub: The Duke of Kendal","nightlife",c(-0.166191881897323, 51.5145721829275)
"3486","Pub: The Hemingway","nightlife",c(-0.0489268842636331, 51.5371882906747)
"3487","Pub: Enderby House","nightlife",c(0.00291851898836194, 51.4906704729429)
"3488","Pub: The William Webb Ellis","nightlife",c(-0.328251691186264, 51.4476582637006)
"3489","Pub: Ship & Whale","nightlife",c(-0.0340866663088671, 51.4968638472593)
"3490","Pub: Salt Quay","nightlife",c(-0.0475739602207101, 51.5046563018876)
"3491","Pub: The Curator","nightlife",c(-0.458578428716117, 51.47062560971)
"3492","Pub: Hand of Glory","nightlife",c(-0.0680929033292786, 51.5546430611426)
"3493","Pub: The Peacock","nightlife",c(-0.0467443304162928, 51.5160432347575)
"3494","Pub: The Brownswood","nightlife",c(-0.0927299333609415, 51.5639651954252)
"3495","Pub: The Weavers Arms","nightlife",c(-0.0868222617641289, 51.549446587062)
"3496","Pub: The Cart","nightlife",c(-0.0451153664994244, 51.6276137292644)
"3497","Pub: No.8 Tottenham","nightlife",c(-0.0674232020038019, 51.6020532097894)
"3498","Pub: The Spencer Arms","nightlife",c(-0.228010124589445, 51.4682615420192)
"3499","Pub: The Unicorn","nightlife",c(-0.1294820249467, 51.5488927077107)
"3500","Pub: The Widows Son","nightlife",c(-0.0179694609692248, 51.5222046808838)
"3501","Pub: The Washington","nightlife",c(-0.162826539638564, 51.5456909982556)
"3502","Pub: The Bank Bar","nightlife",c(-0.129211367754922, 51.4215710982032)
"3503","Pub: The Haggerston","nightlife",c(-0.0758291253433041, 51.5423062799488)
"3504","Pub: The Town Wharf","nightlife",c(-0.322274720653697, 51.469266653625)
"3505","Pub: Wildcard Brewery Lockwood","nightlife",c(-0.041700087386365, 51.5954163954932)
"3506","Pub: Sir Sidney Smith","nightlife",c(-0.0684041202648618, 51.5099253224491)
"3507","Pub: The Rusty Bike","nightlife",c(-0.0326161716216813, 51.5252602836834)
"3508","Pub: The Gatehouse","nightlife",c(-0.150064430425618, 51.5714128469769)
"3509","Pub: One Over The Ait","nightlife",c(-0.288395747194954, 51.4879357659578)
"3510","Pub: The Parcel Yard","nightlife",c(-0.123800248048674, 51.5324590931444)
"3511","Pub: Blue Posts","nightlife",c(-0.140473955372822, 51.5068766559624)
"3512","Pub: The White Horse and Bower","nightlife",c(-0.130856824794289, 51.4950272429393)
"3513","Pub: Smuggler's Tavern","nightlife",c(-0.141025540263841, 51.523683311371)
"3514","Pub: The Wentworth Arms","nightlife",c(-0.033677392336861, 51.5245440289909)
"3515","Pub: Ye Olde Mitre","nightlife",c(-0.107390798760033, 51.5184336564218)
"3516","Pub: Chequers","nightlife",c(-0.137767731847215, 51.5075415977767)
"3517","Pub: The Inn of Court","nightlife",c(-0.110063139552226, 51.5177657367032)
"3518","Pub: Old Nick","nightlife",c(-0.116286178081017, 51.5191051722492)
"3519","Pub: The Bountiful Cow","nightlife",c(-0.118351176961926, 51.5186414721381)
"3520","Pub: The Square Pig and Pen","nightlife",c(-0.119144130986701, 51.5187445764826)
"3521","Pub: Moon & Stars","nightlife",c(-0.0511131944338761, 51.4125851218154)
"3522","Pub: The College Arms","nightlife",c(-0.131876241200192, 51.5199030688137)
"3523","Pub: Turner's Old Star","nightlife",c(-0.0594126773086081, 51.5053794206321)
"3524","Pub: The Pilgrim","nightlife",c(-0.113870423800691, 51.4867363177201)
"3525","Pub: Surrey Docks","nightlife",c(-0.0463780585883123, 51.4930761609677)
"3526","Pub: The Lighthouse","nightlife",c(-0.162609418135963, 51.4726331224822)
"3527","Pub: The Town of Ramsgate","nightlife",c(-0.062058627215684, 51.5033790009706)
"3528","Pub: Captain Kidd","nightlife",c(-0.0579249739685049, 51.5032750439666)
"3529","Pub: Swan and Bottle","nightlife",c(-0.484679960183932, 51.5508272252677)
"3530","Pub: The Lighterman","nightlife",c(-0.124376695633757, 51.5352557089287)
"3531","Pub: Temple Brew House","nightlife",c(-0.113023668089014, 51.5129393297593)
"3532","Pub: The Lord Tredegar","nightlife",c(-0.0334817605651283, 51.5283539875554)
"3533","Pub: Green Goose","nightlife",c(-0.0280871183707004, 51.53214105486)
"3534","Pub: Lord Morpeth","nightlife",c(-0.0357496342806216, 51.5344268852119)
"3535","Pub: The Hand & Shears","nightlife",c(-0.0987789997778883, 51.5193251566374)
"3536","Pub: The Coburn","nightlife",c(-0.0300102540685221, 51.5269668753558)
"3537","Pub: Beer Rebellion","nightlife",c(-0.0586521589159956, 51.4737445164501)
"3538","Pub: The Three Bells","nightlife",c(-0.456395081917921, 51.4701563346592)
"3539","Pub: No1a Duke Street","nightlife",c(-0.304008244682356, 51.4613965820436)
"3540","Pub: The Angel & Crown","nightlife",c(-0.304192488613952, 51.460535844274)
"3541","Pub: Catford Bridge Tavern","nightlife",c(-0.0244577865229147, 51.4446143144767)
"3542","Pub: The Merchant of Bishopsgate","nightlife",c(-0.0828482458192186, 51.517794706115)
"3543","Pub: The Market Gardner","nightlife",c(-0.458695470019903, 51.4713978621909)
"3544","Pub: The Boleyn","nightlife",c(0.0381028882554553, 51.5304147602611)
"3545","Pub: O'Hanlons","nightlife",c(-0.239108760920215, 51.5773274409)
"3546","Pub: The Twelve Pins","nightlife",c(-0.104797990627303, 51.5648704848129)
"3547","Pub: The 5 Tuns","nightlife",c(-0.488539819835025, 51.470748610022)
"3548","Pub: The Crown Rivers","nightlife",c(-0.487854337674634, 51.473160195399)
"3549","Pub: The Rise","nightlife",c(-0.218695006778167, 51.5340589264639)
"3550","Pub: Paradise by way of Kensal Green","nightlife",c(-0.216289287520477, 51.5288524954967)
"3551","Pub: The Tower Tavern","nightlife",c(-0.139892019546599, 51.5212788244706)
"3552","Pub: The Exchange","nightlife",c(-0.098359710592321, 51.5170550938754)
"3553","Pub: Wolfgang's Beer Haus","nightlife",c(-0.10123390557348, 51.5133908855175)
"3554","Pub: The Mossy Well","nightlife",c(-0.14170188112205, 51.5907316213269)
"3555","Pub: The Coronation Hall","nightlife",c(-0.303714961252706, 51.3936479892289)
"3556","Pub: The Bickley","nightlife",c(0.0558981374724793, 51.4072990356678)
"3557","Pub: Pepper's Ghost","nightlife",c(-0.00978207319153727, 51.5736610352063)
"3558","Pub: Bootlaces","nightlife",c(-0.0137698632364663, 51.5744700660517)
"3559","Pub: The Drum","nightlife",c(-0.0138364317745773, 51.5749257243852)
"3560","Pub: The Mayflower","nightlife",c(-0.0535752625433005, 51.5017867946849)
"3561","Pub: The Warwick","nightlife",c(-0.139707206628481, 51.4924114683618)
"3562","Pub: Marquis of Westminster","nightlife",c(-0.140865655203421, 51.4918174469953)
"3563","Pub: The Brougham","nightlife",c(-0.141738419929856, 51.4935613357534)
