"","name","type","geometry"
"2274","Pub: The Jolly Marshman","nightlife",c(0.1108364, 51.4902707)
"2275","Pub: The Birchwood","nightlife",c(0.1148597, 51.497752)
"2276","Pub: Cork & Bottle Hampstead","nightlife",c(-0.164588, 51.554133)
"2277","Pub: The Magdala","nightlife",c(-0.1656213, 51.5555828)
"2278","Pub: The Gate Lodge","nightlife",c(-0.1950887, 51.5709996)
"2279","Pub: The Aspen Tree","nightlife",c(0.1772876, 51.6003652)
"2280","Pub: The Alderman","nightlife",c(0.2187224, 51.605323)
"2281","Pub: The Morris Dancer","nightlife",c(0.2303524, 51.5992056)
"2282","Pub: The Saxon King","nightlife",c(0.2371974, 51.6036771)
"2283","Pub: Charlotte Despard","nightlife",c(-0.1365899, 51.5683169)
"2284","Pub: Grapes","nightlife",c(-0.1905231, 51.4586306)
"2285","Pub: The Tankard","nightlife",c(-0.1106915, 51.4953279)
"2286","Pub: The Gladstone","nightlife",c(-0.093757, 51.4894265)
"2287","Pub: Good Intent","nightlife",c(-0.094495, 51.487872)
"2288","Pub: Belushi's","nightlife",c(-0.218114, 51.504119)
"2289","Pub: Downham Tavern","nightlife",c(0.013202, 51.4272549)
"2290","Pub: The Bull Inn","nightlife",c(0.1185397, 51.4033383)
"2291","Pub: Crofton Park Tavern","nightlife",c(-0.036568, 51.455955)
"2292","Pub: Wetherspoon","nightlife",c(-0.144116, 51.495202)
"2293","Pub: Corbet Place","nightlife",c(-0.07375, 51.520691)
"2294","Pub: Henry's Cafe Bar","nightlife",c(-0.1433329, 51.5066718)
"2295","Pub: The Riverfront pub","nightlife",c(-0.1157002, 51.5072244)
"2296","Pub: Alice House","nightlife",c(-0.19161, 51.550909)
"2297","Pub: Duke of Cornwall","nightlife",c(-0.2237557, 51.4905527)
"2298","Pub: Distillers","nightlife",c(-0.2231325, 51.4893005)
"2299","Pub: Old Suffolk Punch","nightlife",c(-0.2229529, 51.4887915)
"2300","Pub: The Elm Tree Pub","nightlife",c(-0.0451005, 51.3987417)
"2301","Pub: All Inn One","nightlife",c(-0.0525177, 51.4384536)
"2302","Pub: The Barrel Vault","nightlife",c(-0.1262925, 51.5327455)
"2303","Pub: The Dolphin Tavern","nightlife",c(-0.117691, 51.519968)
"2304","Pub: Marquis of Wellington","nightlife",c(-0.073649, 51.499044)
"2305","Pub: The Tichenham Inn","nightlife",c(-0.4447813, 51.5644308)
"2306","Pub: The Galvanisers Union","nightlife",c(-0.0109754, 51.5233491)
"2307","Pub: Small Beer","nightlife",c(-0.1231212, 51.5802977)
"2308","Pub: Yucatan Bar","nightlife",c(-0.0746704, 51.55592)
"2309","Pub: The Jolly Sailor","nightlife",c(-0.0745606, 51.3992942)
"2310","Pub: The Tollgate Tavern","nightlife",c(0.0580053, 51.5144504)
"2311","Pub: The Chamberlain","nightlife",c(-0.0757376, 51.5121747)
"2312","Pub: Tom Cribb","nightlife",c(-0.1317508, 51.5095922)
"2313","Pub: The Office","nightlife",c(-0.350405, 51.5521446)
"2314","Pub: Abercorn Arms","nightlife",c(-0.3159056, 51.6210616)
"2315","Pub: The Adelaide","nightlife",c(-0.334651, 51.4237132)
"2316","Pub: The Alfred Herring","nightlife",c(-0.1068042, 51.6193597)
"2317","Pub: The Angel","nightlife",c(-0.2399875, 51.4502621)
"2318","Pub: Bavarian Beerhouse","nightlife",c(-0.0772692, 51.5112939)
"2319","Pub: Davy's","nightlife",c(-0.1379924, 51.5060317)
"2320","Pub: Three Crowns","nightlife",c(-0.1351466, 51.5086113)
"2321","Pub: O'Donnell's Bar","nightlife",c(-0.3581432, 51.5604007)
"2322","Pub: Hawkins Forge","nightlife",c(-0.1690263, 51.4606421)
"2323","Pub: The Anchor","nightlife",c(-0.0108252, 51.4656702)
"2324","Pub: Nell Of Old Drury","nightlife",c(-0.1205399, 51.512593)
"2325","Pub: The Kenley Hotel / Tamarind Thai","nightlife",c(-0.1008384, 51.3257747)
"2326","Pub: Fox & Hounds","nightlife",c(-0.3121981, 51.3955357)
"2327","Pub: The Swimmer At The Grafton Arms","nightlife",c(-0.1194561, 51.5595085)
"2328","Pub: The Star Of Bethnal Green","nightlife",c(-0.062111, 51.5268382)
"2329","Pub: The Apple Tree","nightlife",c(-0.0307264, 51.3697407)
"2330","Pub: Brewmaster","nightlife",c(-0.1281015, 51.5113231)
"2331","Pub: Round Table","nightlife",c(-0.1280618, 51.5109133)
"2332","Pub: Lamb Tavern","nightlife",c(-0.0833099, 51.5127933)
"2333","Pub: The Cannick Tapps","nightlife",c(-0.0897347, 51.5116546)
"2334","Pub: George and Devonshire","nightlife",c(-0.251996, 51.486519)
"2335","Pub: The Crayford Arms","nightlife",c(0.1769745, 51.4527108)
"2336","Pub: The Ordnance Arms","nightlife",c(-0.1714893, 51.5358085)
"2337","Pub: The New Crown","nightlife",c(-0.1304826, 51.6333559)
"2338","Pub: The Walrus & The Carpenter","nightlife",c(-0.0842112, 51.5094976)
"2339","Pub: Pegasus","nightlife",c(-0.1094514, 51.5128943)
"2340","Pub: Maguire's","nightlife",c(0.0702049, 51.5575267)
"2341","Pub: The General","nightlife",c(0.0765262, 51.5597539)
"2342","Pub: Cock and Woolpack","nightlife",c(-0.0858011, 51.5137032)
"2343","Pub: The Sun Inn","nightlife",c(-0.2473424, 51.4734842)
"2344","Pub: We Anchor in Hope","nightlife",c(0.0845144, 51.4664532)
"2345","Pub: Furlong","nightlife",c(-0.1476314, 51.5996836)
"2346","Pub: Whelan's","nightlife",c(-0.233309, 51.5667671)
"2347","Pub: The Bill Murray","nightlife",c(-0.0988191, 51.5362508)
"2348","Pub: The Coat and Badge","nightlife",c(-0.216572, 51.464474)
"2349","Pub: The Lord Southampton","nightlife",c(-0.1563066, 51.5497515)
"2350","Pub: The Dolphin","nightlife",c(-0.124761, 51.5288971)
"2351","Pub: The Timberyard","nightlife",c(-0.3294229, 51.4483862)
"2352","Pub: The Cavalier","nightlife",c(-0.1578989, 51.6297824)
"2353","Pub: Callaghan's","nightlife",c(-0.1249796, 51.5240185)
"2354","Pub: Duke of Wellington","nightlife",c(-0.07459, 51.517868)
"2355","Pub: Wheelwrights Arms","nightlife",c(-0.3016953, 51.4106074)
"2356","Pub: Sir Robert Peel","nightlife",c(-0.1527774, 51.5491087)
"2357","Pub: The Triple Crown","nightlife",c(-0.3018339, 51.4655445)
"2358","Pub: Tony's","nightlife",c(-0.2415688, 51.54892)
"2359","Pub: Ward's Free House","nightlife",c(-0.3396357, 51.5792367)
"2360","Pub: Marian Bar","nightlife",c(-0.195836, 51.5309996)
"2361","Pub: The Two Doves","nightlife",c(0.0395392, 51.3727502)
"2362","Pub: The Riverside Vauxhall","nightlife",c(-0.1269221, 51.485552)
"2363","Pub: King's Arms","nightlife",c(-0.3021615, 51.5109743)
"2364","Pub: Nollywood","nightlife",c(-0.093413, 51.4757121)
"2365","Pub: The New Cross Turnpike","nightlife",c(0.1034191, 51.463037)
"2366","Pub: The Plough and Harrow","nightlife",c(0.0998701, 51.463628)
"2367","Pub: Earl of Chatham","nightlife",c(0.0666216, 51.4902348)
"2368","Pub: Queen Victoria","nightlife",c(0.0616595, 51.488072)
"2369","Pub: Coopers Arms","nightlife",c(0.0631346, 51.4936642)
"2370","Pub: The Castle Tavern","nightlife",c(0.0614609, 51.4928826)
"2371","Pub: Tap Tavern","nightlife",c(-0.302433, 51.4615147)
"2372","Pub: Pearl and Feather","nightlife",c(-0.1048949, 51.5298098)
"2373","Pub: Five Bells","nightlife",c(-0.1722957, 51.5908058)
"2374","Pub: De Burgh Arms","nightlife",c(-0.4737045, 51.5101823)
"2375","Pub: Lucky Rover","nightlife",c(-0.3067387, 51.3680366)
"2376","Pub: The Conquering Hero","nightlife",c(-0.1064592, 51.4197973)
"2377","Pub: Roddy's Bar","nightlife",c(-0.3061795, 51.4984745)
"2378","Pub: The Brown Derby","nightlife",c(-0.1132925, 51.4811678)
"2379","Pub: The Albert Tavern","nightlife",c(-0.0664347, 51.3974221)
"2380","Pub: Hagen and Hyde","nightlife",c(-0.1521804, 51.4438396)
"2381","Pub: The Gardeners Arms","nightlife",c(-0.1617585, 51.4100782)
"2382","Pub: The Junction","nightlife",c(-0.169801, 51.463322)
"2383","Pub: The Plough Inn","nightlife",c(-0.1447743, 51.4681008)
"2384","Pub: The Drafthouse","nightlife",c(-0.1659716, 51.4574347)
"2385","Pub: Bank","nightlife",c(-0.1663243, 51.4597692)
"2386","Pub: Great Spoon of Ilford","nightlife",c(0.0684231, 51.5619146)
"2387","Pub: Potion","nightlife",c(0.067935, 51.5626483)
"2388","Pub: The Betjeman Arms","nightlife",c(-0.1247771, 51.5303041)
"2389","Pub: The Lodge Tavern","nightlife",c(-0.2995294, 51.513793)
"2390","Pub: Sir Michael Balcon","nightlife",c(-0.2988011, 51.5136177)
"2391","Pub: Sutton Arms","nightlife",c(-0.1921072, 51.3617034)
"2392","Pub: The Whispering Moon","nightlife",c(-0.1496192, 51.3601654)
"2393","Pub: Broadway Bar and Grill","nightlife",c(-0.1956699, 51.4801804)
"2394","Pub: Hyde Arms","nightlife",c(-0.0660681, 51.6226095)
"2395","Pub: The Waterfront","nightlife",c(-0.1856879, 51.464527)
"2396","Pub: The Sea Horse","nightlife",c(-0.0955593, 51.5122001)
"2397","Pub: The Captain Cook","nightlife",c(-0.2097328, 51.481119)
"2398","Pub: The Magnet","nightlife",c(-0.1368429, 51.5686412)
"2399","Pub: Keats at the Globe","nightlife",c(-0.0886388, 51.5178081)
"2400","Pub: William The Conqueror","nightlife",c(0.2335988, 51.6057708)
"2401","Pub: The Imperial","nightlife",c(-0.1310284, 51.5109703)
"2402","Pub: Ye Olde Mitre Inne","nightlife",c(-0.199487, 51.6530747)
"2403","Pub: Oyster Rooms","nightlife",c(-0.1945657, 51.4802519)
"2404","Pub: The Eagle Tavern","nightlife",c(0.060768, 51.4723219)
"2405","Pub: Clyde","nightlife",c(0.0668964, 51.4824675)
"2406","Pub: The Star Inn","nightlife",c(0.0789749, 51.4808317)
"2407","Pub: Rose of Denmark","nightlife",c(0.025768, 51.4871172)
"2408","Pub: Jolly Marshman","nightlife",c(0.1133342, 51.490409)
"2409","Pub: The Edmund Halley","nightlife",c(0.0117533, 51.4554076)
"2410","Pub: The Queen's Head","nightlife",c(-0.1181488, 51.5284524)
"2411","Pub: The Walnut Tree","nightlife",c(-0.393206, 51.5264519)
"2412","Pub: Masons Arms","nightlife",c(-0.1468975, 51.4768147)
"2413","Pub: Beech Tree","nightlife",c(0.1108556, 51.3843728)
"2414","Pub: The Stonemasons Arms","nightlife",c(-0.2301907, 51.4944091)
"2415","Pub: Bo Peep","nightlife",c(0.1396035, 51.352025)
"2416","Pub: The Misty Moon","nightlife",c(-0.4262821, 51.6121096)
"2417","Pub: The Leigham Arms","nightlife",c(-0.1271458, 51.4301193)
"2418","Pub: The White Lion","nightlife",c(-0.129594, 51.4307964)
"2419","Pub: The Ascott","nightlife",c(-0.3998946, 51.5789398)
"2420","Pub: Angie's V","nightlife",c(-0.3197062, 51.600907)
"2421","Pub: The Abbey Tap","nightlife",c(0.0001697, 51.5402498)
"2422","Pub: The Beaufort","nightlife",c(-0.2428256, 51.5965783)
"2423","Pub: The Black Lion","nightlife",c(0.0226643, 51.530223)
"2424","Pub: Blackfriars Wine Bar","nightlife",c(-0.1032036, 51.5042272)
"2425","Pub: Stanhope Arms","nightlife",c(-0.1821606, 51.4940964)
"2426","Pub: Hand & Flower","nightlife",c(-0.1896968, 51.4777107)
"2427","Pub: The Chelsea Pensioner","nightlife",c(-0.1875734, 51.4816598)
"2428","Pub: The Fest","nightlife",c(-0.206437, 51.475014)
"2429","Pub: The Brown Cow","nightlife",c(-0.2063771, 51.4751183)
"2430","Pub: The Bucher's Arms","nightlife",c(-0.201724, 51.65551)
"2431","Pub: Central Station","nightlife",c(-0.120925, 51.5334362)
"2432","Pub: Marquis of Cornwallis","nightlife",c(-0.0644213, 51.5262823)
"2433","Pub: The Malt Shovel","nightlife",c(-0.4856068, 51.5297405)
"2434","Pub: Tap East","nightlife",c(-0.0088906, 51.5440844)
"2435","Pub: Holland Tringham","nightlife",c(-0.1298839, 51.4299734)
"2436","Pub: The Masons Arms","nightlife",c(-0.279408, 51.6104438)
"2437","Pub: FiveSixEight","nightlife",c(-0.1779662, 51.5004131)
"2438","Pub: Jamaica Wine House","nightlife",c(-0.0856268, 51.5130813)
"2439","Pub: Simpson's Tavern","nightlife",c(-0.0860374, 51.5129864)
"2440","Pub: George and Vulture","nightlife",c(-0.0858148, 51.5128427)
"2441","Pub: Nicholas Nickleby","nightlife",c(-0.1123627, 51.5739989)
"2442","Pub: Tapping the Admiral","nightlife",c(-0.1461146, 51.5452962)
"2443","Pub: Reynold's Bar","nightlife",c(-0.219236, 51.4879025)
"2444","Pub: The Halfway House Bar","nightlife",c(-0.1165035, 51.559266)
"2445","Pub: The Windsor","nightlife",c(-0.0794105, 51.5113698)
"2446","Pub: Hung, Drawn and Quartered","nightlife",c(-0.0807865, 51.5095282)
"2447","Pub: The Change of Horses","nightlife",c(0.0698702, 51.359557)
"2448","Pub: The Buff","nightlife",c(0.0877533, 51.3599916)
"2449","Pub: The Garden Shed","nightlife",c(-0.186843, 51.420164)
"2450","Pub: The Tabernacle","nightlife",c(-0.201699, 51.51677)
"2451","Pub: The Lord Nelson","nightlife",c(-0.2100384, 51.6524761)
"2452","Pub: The Fountain","nightlife",c(-0.0795052, 51.5850459)
"2453","Pub: Ye Olde Monken Holt","nightlife",c(-0.2013105, 51.6581377)
"2454","Pub: York & Albany","nightlife",c(-0.1464116, 51.5360579)
"2455","Pub: Taylor's","nightlife",c(-0.1283346, 51.4353775)
"2456","Pub: The Crooked Well","nightlife",c(-0.0899048, 51.4729515)
"2457","Pub: The Rocket (Student Bar)","nightlife",c(-0.1106216, 51.5516766)
"2458","Pub: The Morden Brook","nightlife",c(-0.2218995, 51.3910884)
"2459","Pub: The Osidge Arms","nightlife",c(-0.1432225, 51.6318052)
"2460","Pub: The Bedford Arms","nightlife",c(-0.2097935, 51.481312)
"2461","Pub: The Thirsty Bear","nightlife",c(-0.1081175, 51.5070706)
"2462","Pub: Old Post Office","nightlife",c(0.0539598, 51.4503207)
"2463","Pub: The Central Bar","nightlife",c(-0.2193118, 51.5038808)
"2464","Pub: The Brewers Inn","nightlife",c(-0.1893927, 51.4567662)
"2465","Pub: Eagle Ale House","nightlife",c(-0.1632003, 51.4551121)
"2466","Pub: The Ravensbury","nightlife",c(-0.157896, 51.3977067)
"2467","Pub: The Wandle","nightlife",c(-0.1891411, 51.4428801)
"2468","Pub: The William Camden","nightlife",c(0.1321398, 51.4632297)
"2469","Pub: William Bourne","nightlife",c(-0.2889648, 51.3624249)
"2470","Pub: Chessington Oak","nightlife",c(-0.2966091, 51.3639305)
"2471","Pub: The Fox and Goose","nightlife",c(-0.2956664, 51.5332135)
"2472","Pub: Drapers Bar & Kitchen","nightlife",c(-0.0427748, 51.5230952)
"2473","Pub: OJ's","nightlife",c(0.2166693, 51.562803)
"2474","Pub: The Watchman","nightlife",c(-0.2552182, 51.3988707)
"2475","Pub: The Old Brewery","nightlife",c(-0.0083911, 51.4829102)
"2476","Pub: The Glasshouse","nightlife",c(-0.2572003, 51.4043231)
"2477","Pub: Clarendon Arms","nightlife",c(-0.101174, 51.477497)
"2478","Pub: Somers Town Coffee House","nightlife",c(-0.130085, 51.5298678)
"2479","Pub: Gorringe Park","nightlife",c(-0.1616491, 51.4195338)
"2480","Pub: The Scotsman","nightlife",c(-0.3942182, 51.5020678)
"2481","Pub: Lennards Inn","nightlife",c(0.2255194, 51.505538)
"2482","Pub: Stag & Hounds","nightlife",c(-0.0780594, 51.6354113)
"2483","Pub: Sylvan Post","nightlife",c(-0.0546961, 51.4380542)
"2484","Pub: Ember Inns at the Queens Head","nightlife",c(0.0899149, 51.352252)
"2485","Pub: Comptons of Soho","nightlife",c(-0.1325151, 51.5126049)
"2486","Pub: The Station House","nightlife",c(-0.2633313, 51.508786)
"2487","Pub: The Bolingbroke","nightlife",c(-0.1640944, 51.4539089)
"2488","Pub: The Maid of Muswell","nightlife",c(-0.1379609, 51.5988624)
"2489","Pub: The Open Page","nightlife",c(-0.1866171, 51.4398179)
"2490","Pub: Sir Richard Steele","nightlife",c(-0.1588287, 51.5468668)
"2491","Pub: Holborn Whippet","nightlife",c(-0.1216925, 51.5185189)
"2492","Pub: The Pig & Whistle","nightlife",c(-0.1966768, 51.4410958)
"2493","Pub: Hennessys","nightlife",c(-0.2796475, 51.5846669)
"2494","Pub: The Treasury","nightlife",c(-0.1924585, 51.3616797)
"2495","Pub: Princess Victoria","nightlife",c(-0.2408517, 51.5064496)
"2496","Pub: Tavern Pub","nightlife",c(-0.1849558, 51.4945303)
"2497","Pub: Ridgeway","nightlife",c(-0.1039305, 51.6627004)
"2498","Pub: The Havelock Tavern","nightlife",c(-0.2159952, 51.4992875)
"2499","Pub: The Travellers Friend","nightlife",c(0.0255395, 51.6150506)
"2500","Pub: The Wandle Arms","nightlife",c(-0.1083794, 51.373983)
"2501","Pub: The Surprise","nightlife",c(-0.0536187, 51.3680407)
"2502","Pub: The Italian Job","nightlife",c(-0.2046257, 51.5188056)
"2503","Pub: Waterman's Arms","nightlife",c(-0.3071183, 51.4593668)
"2504","Pub: Balham Bowls Club","nightlife",c(-0.1523815, 51.4449518)
"2505","Pub: The Coppermill","nightlife",c(-0.0412215, 51.579824)
"2506","Pub: Sports Bar","nightlife",c(-0.2824529, 51.5620416)
"2507","Pub: The Wembley Tavern","nightlife",c(-0.2826353, 51.5620416)
"2508","Pub: Old King's Head","nightlife",c(-0.3119787, 51.4108997)
"2509","Pub: The Manor Bar & Grill","nightlife",c(-0.1725702, 51.4238635)
"2510","Pub: The Bridge House","nightlife",c(-0.1842132, 51.5210275)
"2511","Pub: The Bluecoats Pub","nightlife",c(-0.067889, 51.596981)
"2512","Pub: The Surrey Cricketers","nightlife",c(-0.101643, 51.3680036)
"2513","Pub: Paya and Horse","nightlife",c(-0.1489065, 51.4758826)
"2514","Pub: Crate Brewery & Pizza","nightlife",c(-0.0220788, 51.5429973)
"2515","Pub: El Comandante","nightlife",c(-0.1126451, 51.5554746)
"2516","Pub: Sun Inn","nightlife",c(-0.3022606, 51.464154)
"2517","Pub: Pawsons Arms","nightlife",c(-0.0963685, 51.3929231)
"2518","Pub: The Lion Inn","nightlife",c(-0.0999382, 51.3912936)
"2519","Pub: Friend at Hand","nightlife",c(-0.1245944, 51.5228503)
"2520","Pub: The Avenue","nightlife",c(0.0938556, 51.5751543)
"2521","Pub: Crystals of London","nightlife",c(-0.2855402, 51.5326153)
"2522","Pub: Dicey Reilly's","nightlife",c(-0.0771939, 51.6164794)
"2523","Pub: The Bohemia","nightlife",c(-0.1764892, 51.61542)
"2524","Pub: Oddfellows Arms","nightlife",c(-0.3846571, 51.5956698)
"2525","Pub: The Orange Tree","nightlife",c(0.1809886, 51.6137042)
"2526","Pub: The Case Is Altered","nightlife",c(-0.4036155, 51.5888434)
"2527","Pub: Hambrough Tavern","nightlife",c(-0.389961, 51.5129058)
"2528","Pub: Old Oak Tree","nightlife",c(-0.3879224, 51.49518)
"2529","Pub: Oakwood Tavern","nightlife",c(-0.130146, 51.6483415)
"2530","Pub: Breakspear Arms","nightlife",c(-0.447734, 51.58021)
"2531","Pub: the fléadh","nightlife",c(-0.2944101, 51.5728788)
"2532","Pub: The Cock Tavern","nightlife",c(-0.0540008, 51.633359)
"2533","Pub: Prince Alfred","nightlife",c(-0.0436314, 51.4257348)
"2534","Pub: The King William","nightlife",c(-0.0558813, 51.6300446)
"2535","Pub: Draughts","nightlife",c(0.0501509, 51.4510161)
"2536","Pub: The Scottish Stores","nightlife",c(-0.1208228, 51.5310789)
"2537","Pub: Berry and Barrel","nightlife",c(0.0512143, 51.4567251)
"2538","Pub: The Bankers Draft","nightlife",c(0.0522782, 51.4505808)
"2539","Pub: Leyton Technical","nightlife",c(-0.0075105, 51.5587436)
"2540","Pub: The Willoughby Arms","nightlife",c(-0.292288, 51.4163506)
"2541","Pub: Norbiton","nightlife",c(-0.2890233, 51.4136968)
"2542","Pub: The Robin Hood & Little John","nightlife",c(0.1359681, 51.45419)
"2543","Pub: One","nightlife",c(-0.0088784, 51.4624551)
"2544","Pub: J.J.Moon's (Wetherspoon)","nightlife",c(0.2164084, 51.5628208)
"2545","Pub: The Horseshoe","nightlife",c(-0.1148896, 51.3936358)
"2546","Pub: Bush Hill Park","nightlife",c(-0.0687715, 51.6415276)
"2547","Pub: London Pub","nightlife",c(-0.1273035, 51.5238854)
"2548","Pub: Dartmouth Arms","nightlife",c(-0.1436626, 51.5585343)
"2549","Pub: The Gazebo","nightlife",c(-0.3082897, 51.4100223)
"2550","Pub: Mother Kelly's","nightlife",c(-0.0561726, 51.5283303)
"2551","Pub: LDN Beer Dispensary","nightlife",c(-0.0370617, 51.4546664)
"2552","Pub: Chandos","nightlife",c(-0.0411842, 51.4476511)
"2553","Pub: The London and Rye","nightlife",c(-0.0183025, 51.4469729)
"2554","Pub: Village Inn","nightlife",c(-0.3372049, 51.5059033)
"2555","Pub: The Good Samaritan","nightlife",c(-0.061108, 51.5173312)
"2556","Pub: The Royal Forest","nightlife",c(0.0169158, 51.6343309)
"2557","Pub: Blue Plaque: Dr John Snow","nightlife",c(-0.1366311, 51.5133129)
"2558","Pub: The 3 Crowns","nightlife",c(-0.0877936, 51.5270784)
"2559","Pub: J.J. Moons","nightlife",c(-0.4133247, 51.5733166)
"2560","Pub: The Waterway","nightlife",c(-0.1877985, 51.5226664)
"2561","Pub: Hind and Hart","nightlife",c(-0.2448176, 51.6020997)
"2562","Pub: Travellers Tavern","nightlife",c(-0.1488249, 51.4929364)
"2563","Pub: The Drayton Court","nightlife",c(-0.3193052, 51.5140721)
"2564","Pub: The Railway Arms","nightlife",c(-0.4739191, 51.509666)
"2565","Pub: Dodo","nightlife",c(-0.3374416, 51.5067295)
"2566","Pub: The Cow","nightlife",c(-0.008406, 51.5421287)
"2567","Pub: The Bat and Ball","nightlife",c(-0.0076731, 51.5425112)
"2568","Pub: The Kings Tun","nightlife",c(-0.3006922, 51.4113298)
"2569","Pub: The Cat & Fiddle","nightlife",c(-0.4728242, 51.4971838)
"2570","Pub: The Magic Garden","nightlife",c(-0.1508474, 51.4753058)
"2571","Pub: Beehive","nightlife",c(-0.0967322, 51.4842676)
"2572","Pub: Three Compasses","nightlife",c(-0.1186277, 51.5874984)
"2573","Pub: The Earlsfield","nightlife",c(-0.1880911, 51.4423773)
"2574","Pub: The Lost Society","nightlife",c(-0.1570764, 51.4740944)
"2575","Pub: Shaker and Co","nightlife",c(-0.1388221, 51.5281206)
"2576","Pub: Orbit Beers Brewery Tap Room","nightlife",c(-0.095928, 51.4851591)
